11	1,2,3,4,5,11-12,13,14,15,16
12	1,2,3,4,5,6,11-12,13,14,15,16
13	1,2,3,4,5,6,11-12,13,14,15,4,16
14	1,2,3,4,5,6,11-12,13,14,15,4,2,16
15	1,2,3,4,5,6,9,11-12,13,14,15,4,2,16
16	1,2,3,4,5,6,9,10,11-12,13,14,15,4,2,16
17	1,2,3,4,5,6,7-8,9,10,11-12,13,14,15,4,16
18	1,2,3,4,5,6,7-8,9,10,11-12,13,14,15,4,2,16
19	1,2,3,4,5,6,7-8,9,10,2,11-12,13,14,15,4,2,16
20	1,2,3,4,5,6,7-8,9,10,2,4,11-12,13,14,15,4,2,16
